Iso3_code,Country,Region,Subregion,Indicator,Dimension,Category,Sex,Age,Year,Unit of measurement,VALUE,Source
RUS,Russian Federation,Europe,Eastern Europe,Offences,by type of offence,Fraud: Cyber-related (Cy),Total,Total,2016,Counts,4593,CTS
RUS,Russian Federation,Europe,Eastern Europe,Offences,by type of offence,Money laundering,Total,Total,2016,Counts,3105,CTS
RUS,Russian Federation,Europe,Eastern Europe,Acts against the environment,by type of offence,Acts that result in the depletion of degradation of natural resources,Total,Total,2017,Counts,22797,CTS
RUS,Russian Federation,Europe,Eastern Europe,Offences,by type of offence,Corruption,Total,Total,2017,Counts,29634,CTS
RUS,Russian Federation,Europe,Eastern Europe,Offences,by type of offence,Corruption: Bribery,Total,Total,2017,Counts,13176,CTS
RUS,Russian Federation,Europe,Eastern Europe,Offences,by type of offence,Corruption: Other acts of corruption,Total,Total,2017,Counts,16458,CTS
RUS,Russian Federation,Europe,Eastern Europe,Offences,by type of offence,Smuggling of migrants,Total,Total,2017,Counts,1236,CTS
RUS,Russian Federation,Europe,Eastern Europe,Offences,by type of offence,Unlawful interference with a computer system or computer data,Total,Total,2017,Counts,802,CTS
RUS,Russian Federation,Europe,Eastern Europe,Offences,by type of offence,Unlawful interception or access of computer data,Total,Total,2017,Counts,1079,CTS
RUS,Russian Federation,Europe,Eastern Europe,Acts against the environment,by type of offence,Acts that cause environmental pollution or degradation,Total,Total,2017,Counts,292,CTS
RUS,Russian Federation,Europe,Eastern Europe,Acts against the environment,by type of offence,Acts involving the movement of dumping of waste,Total,Total,2017,Counts,124,CTS
RUS,Russian Federation,Europe,Eastern Europe,Acts against the environment,by type of offence,Trade or possession of protected or prohibited species of faune and flora,Total,Total,2017,Counts,1103,CTS
RUS,Russian Federation,Europe,Eastern Europe,Offences,by type of offence,Burglary,Total,Total,2017,Counts,220917,CTS
RUS,Russian Federation,Europe,Eastern Europe,Offences,by type of offence,Theft,Total,Total,2017,Counts,659649,CTS
RUS,Russian Federation,Europe,Eastern Europe,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2017,Counts,51773,CTS
RUS,Russian Federation,Europe,Eastern Europe,Offences,by type of offence,Fraud,Total,Total,2017,Counts,215319,CTS
RUS,Russian Federation,Europe,Eastern Europe,Offences,by type of offence,Fraud: Cyber-related (Cy),Total,Total,2017,Counts,2415,CTS
RUS,Russian Federation,Europe,Eastern Europe,Offences,by type of offence,Money laundering,Total,Total,2017,Counts,3034,CTS
RUS,Russian Federation,Europe,Eastern Europe,Offences,by type of offence,Unlawful interference with a computer system or computer data,Total,Total,2018,Counts,733,CTS
RUS,Russian Federation,Europe,Eastern Europe,Offences,by type of offence,Unlawful interception or access of computer data,Total,Total,2018,Counts,1761,CTS
RUS,Russian Federation,Europe,Eastern Europe,Acts against the environment,by type of offence,Acts that cause environmental pollution or degradation,Total,Total,2018,Counts,261,CTS
RUS,Russian Federation,Europe,Eastern Europe,Acts against the environment,by type of offence,Acts involving the movement of dumping of waste,Total,Total,2018,Counts,70,CTS
RUS,Russian Federation,Europe,Eastern Europe,Acts against the environment,by type of offence,Trade or possession of protected or prohibited species of faune and flora,Total,Total,2018,Counts,1118,CTS
RUS,Russian Federation,Europe,Eastern Europe,Acts against the environment,by type of offence,Acts that result in the depletion of degradation of natural resources,Total,Total,2018,Counts,22228,CTS
RUS,Russian Federation,Europe,Eastern Europe,Offences,by type of offence,Corruption,Total,Total,2018,Counts,30495,CTS
RUS,Russian Federation,Europe,Eastern Europe,Offences,by type of offence,Corruption: Bribery,Total,Total,2018,Counts,13535,CTS
RUS,Russian Federation,Europe,Eastern Europe,Offences,by type of offence,Corruption: Other acts of corruption,Total,Total,2018,Counts,16960,CTS
RUS,Russian Federation,Europe,Eastern Europe,Offences,by type of offence,Smuggling of migrants,Total,Total,2018,Counts,1007,CTS
RUS,Russian Federation,Europe,Eastern Europe,Offences,by type of offence,Burglary,Total,Total,2018,Counts,189160,CTS
RUS,Russian Federation,Europe,Eastern Europe,Offences,by type of offence,Theft,Total,Total,2018,Counts,648512,CTS
RUS,Russian Federation,Europe,Eastern Europe,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2018,Counts,43172,CTS
RUS,Russian Federation,Europe,Eastern Europe,Offences,by type of offence,Fraud,Total,Total,2018,Counts,207862,CTS
RUS,Russian Federation,Europe,Eastern Europe,Offences,by type of offence,Fraud: Cyber-related (Cy),Total,Total,2018,Counts,5885,CTS
RUS,Russian Federation,Europe,Eastern Europe,Offences,by type of offence,Money laundering,Total,Total,2018,Counts,2920,CTS
RUS,Russian Federation,Europe,Eastern Europe,Offences,by type of offence,Corruption,Total,Total,2019,Counts,30991,CTS
RUS,Russian Federation,Europe,Eastern Europe,Offences,by type of offence,Corruption: Bribery,Total,Total,2019,Counts,15240,CTS
RUS,Russian Federation,Europe,Eastern Europe,Offences,by type of offence,Corruption: Other acts of corruption,Total,Total,2019,Counts,15751,CTS
RUS,Russian Federation,Europe,Eastern Europe,Offences,by type of offence,Smuggling of migrants,Total,Total,2019,Counts,933,CTS
RUS,Russian Federation,Europe,Eastern Europe,Offences,by type of offence,Unlawful interference with a computer system or computer data,Total,Total,2019,Counts,455,CTS
RUS,Russian Federation,Europe,Eastern Europe,Offences,by type of offence,Unlawful interception or access of computer data,Total,Total,2019,Counts,2420,CTS
RUS,Russian Federation,Europe,Eastern Europe,Acts against the environment,by type of offence,Acts that cause environmental pollution or degradation,Total,Total,2019,Counts,332,CTS
RUS,Russian Federation,Europe,Eastern Europe,Acts against the environment,by type of offence,Acts involving the movement of dumping of waste,Total,Total,2019,Counts,63,CTS
RUS,Russian Federation,Europe,Eastern Europe,Acts against the environment,by type of offence,Trade or possession of protected or prohibited species of faune and flora,Total,Total,2019,Counts,1093,CTS
RUS,Russian Federation,Europe,Eastern Europe,Acts against the environment,by type of offence,Acts that result in the depletion of degradation of natural resources,Total,Total,2019,Counts,20674,CTS
RUS,Russian Federation,Europe,Eastern Europe,Offences,by type of offence,Burglary,Total,Total,2019,Counts,170896,CTS
RUS,Russian Federation,Europe,Eastern Europe,Offences,by type of offence,Theft,Total,Total,2019,Counts,680039,CTS
RUS,Russian Federation,Europe,Eastern Europe,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2019,Counts,39179,CTS
RUS,Russian Federation,Europe,Eastern Europe,Offences,by type of offence,Fraud,Total,Total,2019,Counts,250486,CTS
RUS,Russian Federation,Europe,Eastern Europe,Offences,by type of offence,Fraud: Cyber-related (Cy),Total,Total,2019,Counts,18810,CTS
RUS,Russian Federation,Europe,Eastern Europe,Offences,by type of offence,Money laundering,Total,Total,2019,Counts,2445,CTS
RUS,Russian Federation,Europe,Eastern Europe,Offences,by type of offence,Corruption,Total,Total,2020,Counts,30813,CTS
RUS,Russian Federation,Europe,Eastern Europe,Offences,by type of offence,Corruption: Bribery,Total,Total,2020,Counts,16076,CTS
RUS,Russian Federation,Europe,Eastern Europe,Offences,by type of offence,Corruption: Other acts of corruption,Total,Total,2020,Counts,14737,CTS
RUS,Russian Federation,Europe,Eastern Europe,Offences,by type of offence,Smuggling of migrants,Total,Total,2020,Counts,737,CTS
RUS,Russian Federation,Europe,Eastern Europe,Offences,by type of offence,Burglary,Total,Total,2020,Counts,138692,CTS
RUS,Russian Federation,Europe,Eastern Europe,Offences,by type of offence,Theft,Total,Total,2020,Counts,679482,CTS
RUS,Russian Federation,Europe,Eastern Europe,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2020,Counts,32075,CTS
RUS,Russian Federation,Europe,Eastern Europe,Offences,by type of offence,Fraud,Total,Total,2020,Counts,329049,CTS
RUS,Russian Federation,Europe,Eastern Europe,Offences,by type of offence,Fraud: Cyber-related (Cy),Total,Total,2020,Counts,26574,CTS
RUS,Russian Federation,Europe,Eastern Europe,Offences,by type of offence,Money laundering,Total,Total,2020,Counts,2372,CTS
RWA,Rwanda,Africa,Sub-Saharan Africa,Offences,by type of offence,Burglary,Total,Total,2007,Counts,2270,CTS
RWA,Rwanda,Africa,Sub-Saharan Africa,Offences,by type of offence,Burglary,Total,Total,2008,Counts,1872,CTS
RWA,Rwanda,Africa,Sub-Saharan Africa,Offences,by type of offence,Burglary,Total,Total,2009,Counts,2055,CTS
RWA,Rwanda,Africa,Sub-Saharan Africa,Offences,by type of offence,Burglary,Total,Total,2010,Counts,2053,CTS
RWA,Rwanda,Africa,Sub-Saharan Africa,Offences,by type of offence,Burglary,Total,Total,2011,Counts,2233,CTS
RWA,Rwanda,Africa,Sub-Saharan Africa,Offences,by type of offence,Burglary,Total,Total,2012,Counts,2365,CTS
SAU,Saudi Arabia,Asia,Western Asia,Offences,by type of offence,Corruption: Bribery,Total,Total,2016,Counts,1809,CTS
SAU,Saudi Arabia,Asia,Western Asia,Offences,by type of offence,Corruption: Other acts of corruption,Total,Total,2016,Counts,1265,CTS
SAU,Saudi Arabia,Asia,Western Asia,Offences,by type of offence,Smuggling of migrants,Total,Total,2016,Counts,23392,CTS
SAU,Saudi Arabia,Asia,Western Asia,Offences,by type of offence,Corruption,Total,Total,2016,Counts,3074,CTS
SAU,Saudi Arabia,Asia,Western Asia,Offences,by type of offence,Corruption: Bribery,Total,Total,2017,Counts,2064,CTS
SAU,Saudi Arabia,Asia,Western Asia,Offences,by type of offence,Corruption: Other acts of corruption,Total,Total,2017,Counts,2315,CTS
SAU,Saudi Arabia,Asia,Western Asia,Offences,by type of offence,Smuggling of migrants,Total,Total,2017,Counts,35693,CTS
SAU,Saudi Arabia,Asia,Western Asia,Offences,by type of offence,Corruption,Total,Total,2017,Counts,4379,CTS
SAU,Saudi Arabia,Asia,Western Asia,Offences,by type of offence,Corruption: Bribery,Total,Total,2018,Counts,2637,CTS
SAU,Saudi Arabia,Asia,Western Asia,Offences,by type of offence,Corruption: Other acts of corruption,Total,Total,2018,Counts,4670,CTS
SAU,Saudi Arabia,Asia,Western Asia,Offences,by type of offence,Smuggling of migrants,Total,Total,2018,Counts,34191,CTS
SAU,Saudi Arabia,Asia,Western Asia,Offences,by type of offence,Corruption,Total,Total,2018,Counts,7307,CTS
SAU,Saudi Arabia,Asia,Western Asia,Offences,by type of offence,Corruption: Bribery,Total,Total,2019,Counts,1843,CTS
SAU,Saudi Arabia,Asia,Western Asia,Offences,by type of offence,Corruption: Other acts of corruption,Total,Total,2019,Counts,7063,CTS
SAU,Saudi Arabia,Asia,Western Asia,Offences,by type of offence,Smuggling of migrants,Total,Total,2019,Counts,43745,CTS
SAU,Saudi Arabia,Asia,Western Asia,Offences,by type of offence,Unlawful access to a computer system,Total,Total,2019,Counts,709,CTS
SAU,Saudi Arabia,Asia,Western Asia,Offences,by type of offence,Unlawful interference with a computer system or computer data,Total,Total,2019,Counts,1317,CTS
SAU,Saudi Arabia,Asia,Western Asia,Offences,by type of offence,Unlawful interception or access of computer data,Total,Total,2019,Counts,324,CTS
SAU,Saudi Arabia,Asia,Western Asia,Acts against the environment,by type of offence,Trade or possession of protected or prohibited species of faune and flora,Total,Total,2019,Counts,41,CTS
SAU,Saudi Arabia,Asia,Western Asia,Offences,by type of offence,Corruption,Total,Total,2019,Counts,8906,CTS
SDN,Sudan,Africa,Northern Africa,Offences,by type of offence,Theft,Total,Total,2008,Counts,75093,CTS
SEN,Senegal,Africa,Sub-Saharan Africa,Offences,by type of offence,Theft,Total,Total,2010,Counts,2503,CTS
SEN,Senegal,Africa,Sub-Saharan Africa,Offences,by type of offence,Theft,Total,Total,2015,Counts,2503,CTS
SEN,Senegal,Africa,Sub-Saharan Africa,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2015,Counts,2,CTS
SEN,Senegal,Africa,Sub-Saharan Africa,Offences,by type of offence,Burglary,Total,Total,2015,Counts,50,CTS
SEN,Senegal,Africa,Sub-Saharan Africa,Offences,by type of offence,Corruption,Total,Total,2016,Counts,46,CTS
SEN,Senegal,Africa,Sub-Saharan Africa,Offences,by type of offence,Smuggling of migrants,Total,Total,2016,Counts,10,CTS
SEN,Senegal,Africa,Sub-Saharan Africa,Offences,by type of offence,Burglary,Total,Total,2016,Counts,45,CTS
SEN,Senegal,Africa,Sub-Saharan Africa,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2016,Counts,7,CTS
SEN,Senegal,Africa,Sub-Saharan Africa,Offences,by type of offence,Fraud,Total,Total,2016,Counts,12,CTS
SEN,Senegal,Africa,Sub-Saharan Africa,Offences,by type of offence,Fraud: Cyber-related (Cy),Total,Total,2016,Counts,81,CTS
SEN,Senegal,Africa,Sub-Saharan Africa,Offences,by type of offence,Money laundering,Total,Total,2016,Counts,17,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Theft,Total,Total,2003,Counts,15086,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2003,Counts,1190,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Burglary,Total,Total,2003,Counts,1337,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Theft,Total,Total,2004,Counts,16724,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2004,Counts,1117,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Burglary,Total,Total,2004,Counts,1237,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Theft,Total,Total,2005,Counts,21168,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2005,Counts,1058,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Burglary,Total,Total,2005,Counts,1465,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Theft,Total,Total,2006,Counts,19073,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2006,Counts,900,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Burglary,Total,Total,2006,Counts,1123,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Theft,Total,Total,2007,Counts,18068,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2007,Counts,1103,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Burglary,Total,Total,2007,Counts,866,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Theft,Total,Total,2008,Counts,18360,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2008,Counts,1178,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Burglary,Total,Total,2008,Counts,836,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Theft,Total,Total,2009,Counts,18998,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2009,Counts,1115,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Burglary,Total,Total,2009,Counts,942,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Theft,Total,Total,2010,Counts,18274,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2010,Counts,987,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Burglary,Total,Total,2010,Counts,820,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Theft,Total,Total,2011,Counts,17251,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2011,Counts,673,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Burglary,Total,Total,2011,Counts,637,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Theft,Total,Total,2012,Counts,17462,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2012,Counts,586,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Burglary,Total,Total,2012,Counts,545,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2013,Counts,404,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Burglary,Total,Total,2013,Counts,507,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Theft,Total,Total,2013,Counts,16528,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Fraud,Total,Total,2013,Counts,3695,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Fraud: Cyber-related (Cy),Total,Total,2013,Counts,672,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Money laundering,Total,Total,2013,Counts,208,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2014,Counts,314,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Burglary,Total,Total,2014,Counts,311,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Theft,Total,Total,2014,Counts,16182,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Fraud,Total,Total,2014,Counts,5465,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Fraud: Cyber-related (Cy),Total,Total,2014,Counts,2118,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Money laundering,Total,Total,2014,Counts,155,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Unlawful access to a computer system,Total,Total,2014,Counts,173,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Unlawful interference with a computer system or computer data,Total,Total,2014,Counts,4,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Unlawful interception or access of computer data,Total,Total,2014,Counts,7,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2015,Counts,302,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Burglary,Total,Total,2015,Counts,250,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Theft,Total,Total,2015,Counts,15207,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Fraud,Total,Total,2015,Counts,8242,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Fraud: Cyber-related (Cy),Total,Total,2015,Counts,4207,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Money laundering,Total,Total,2015,Counts,112,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Unlawful access to a computer system,Total,Total,2015,Counts,238,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Unlawful interference with a computer system or computer data,Total,Total,2015,Counts,4,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Unlawful interception or access of computer data,Total,Total,2015,Counts,17,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Burglary,Total,Total,2016,Counts,212,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Theft,Total,Total,2016,Counts,13665,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2016,Counts,165,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Corruption,Total,Total,2016,Counts,1674,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Corruption: Bribery,Total,Total,2016,Counts,1313,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Corruption: Other acts of corruption,Total,Total,2016,Counts,361,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Unlawful access to a computer system,Total,Total,2016,Counts,687,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Unlawful interference with a computer system or computer data,Total,Total,2016,Counts,5,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Unlawful interception or access of computer data,Total,Total,2016,Counts,10,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Fraud,Total,Total,2016,Counts,8268,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Fraud: Cyber-related (Cy),Total,Total,2016,Counts,4320,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Money laundering,Total,Total,2016,Counts,63,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Unlawful access to a computer system,Total,Total,2017,Counts,766,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Unlawful interference with a computer system or computer data,Total,Total,2017,Counts,0,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Unlawful interception or access of computer data,Total,Total,2017,Counts,19,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Corruption,Total,Total,2017,Counts,1247,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Corruption: Bribery,Total,Total,2017,Counts,1155,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Corruption: Other acts of corruption,Total,Total,2017,Counts,92,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Burglary,Total,Total,2017,Counts,160,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Theft,Total,Total,2017,Counts,13024,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2017,Counts,143,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Fraud,Total,Total,2017,Counts,8364,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Fraud: Cyber-related (Cy),Total,Total,2017,Counts,4419,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Money laundering,Total,Total,2017,Counts,84,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Unlawful access to a computer system,Total,Total,2018,Counts,1012,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Unlawful interference with a computer system or computer data,Total,Total,2018,Counts,4,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Unlawful interception or access of computer data,Total,Total,2018,Counts,11,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Theft,Total,Total,2018,Counts,11695,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Fraud,Total,Total,2018,Counts,9193,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Fraud: Cyber-related (Cy),Total,Total,2018,Counts,4928,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Money laundering,Total,Total,2018,Counts,137,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Corruption,Total,Total,2018,Counts,1360,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Corruption: Bribery,Total,Total,2018,Counts,1130,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Corruption: Other acts of corruption,Total,Total,2018,Counts,230,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Burglary,Total,Total,2018,Counts,204,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2018,Counts,114,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Corruption,Total,Total,2019,Counts,590,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Corruption: Bribery,Total,Total,2019,Counts,540,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Corruption: Other acts of corruption,Total,Total,2019,Counts,50,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Unlawful access to a computer system,Total,Total,2019,Counts,1469,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Unlawful interference with a computer system or computer data,Total,Total,2019,Counts,8,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Unlawful interception or access of computer data,Total,Total,2019,Counts,21,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Burglary,Total,Total,2019,Counts,186,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Theft,Total,Total,2019,Counts,10571,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2019,Counts,85,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Fraud,Total,Total,2019,Counts,12363,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Fraud: Cyber-related (Cy),Total,Total,2019,Counts,7580,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Money laundering,Total,Total,2019,Counts,268,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Corruption,Total,Total,2020,Counts,918,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Corruption: Bribery,Total,Total,2020,Counts,862,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Corruption: Other acts of corruption,Total,Total,2020,Counts,56,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Burglary,Total,Total,2020,Counts,164,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Theft,Total,Total,2020,Counts,7100,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2020,Counts,60,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Fraud,Total,Total,2020,Counts,16523,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Fraud: Cyber-related (Cy),Total,Total,2020,Counts,12251,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Money laundering,Total,Total,2020,Counts,533,CTS
SLB,Solomon Islands,Oceania,Melanesia,Offences,by type of offence,Theft,Total,Total,2004,Counts,800,CTS
SLB,Solomon Islands,Oceania,Melanesia,Offences,by type of offence,Burglary,Total,Total,2004,Counts,308,CTS
SLB,Solomon Islands,Oceania,Melanesia,Offences,by type of offence,Theft,Total,Total,2005,Counts,1029,CTS
SLB,Solomon Islands,Oceania,Melanesia,Offences,by type of offence,Burglary,Total,Total,2005,Counts,495,CTS
SLB,Solomon Islands,Oceania,Melanesia,Offences,by type of offence,Theft,Total,Total,2006,Counts,835,CTS
SLB,Solomon Islands,Oceania,Melanesia,Offences,by type of offence,Burglary,Total,Total,2006,Counts,432,CTS
SLB,Solomon Islands,Oceania,Melanesia,Offences,by type of offence,Theft,Total,Total,2007,Counts,870,CTS
SLB,Solomon Islands,Oceania,Melanesia,Offences,by type of offence,Burglary,Total,Total,2007,Counts,410,CTS
SLB,Solomon Islands,Oceania,Melanesia,Offences,by type of offence,Theft,Total,Total,2008,Counts,878,CTS
SLB,Solomon Islands,Oceania,Melanesia,Offences,by type of offence,Burglary,Total,Total,2008,Counts,381,CTS
SLE,Sierra Leone,Africa,Sub-Saharan Africa,Offences,by type of offence,Theft,Total,Total,2007,Counts,10056,CTS
SLE,Sierra Leone,Africa,Sub-Saharan Africa,Offences,by type of offence,Burglary,Total,Total,2007,Counts,634,CTS
SLE,Sierra Leone,Africa,Sub-Saharan Africa,Offences,by type of offence,Theft,Total,Total,2008,Counts,10505,CTS
SLE,Sierra Leone,Africa,Sub-Saharan Africa,Offences,by type of offence,Burglary,Total,Total,2008,Counts,625,CTS
SLV,El Salvador,Americas,Latin America and the Caribbean,Offences,by type of offence,Theft,Total,Total,2005,Counts,10720,CTS
